//粤联频道数据收集自网络上的分享260215开通IPV6
新闻HU27,#genre#
百鸟朝凤,https://isus.cc/php/huya.php?id=15894162$cc
路飞,https://isus.cc/php/huya.php?id=16913382$cc
麻雀,https://isus.cc/php/huya.php?id=11352881$cc
生活大爆炸,https://isus.cc/php/huya.php?id=11342417$cc
天雷滚滚,https://isus.cc/php/huya.php?id=11352945$cc
文成公主,https://isus.cc/php/huya.php?id=11352974$cc
小鲤鱼,https://isus.cc/php/huya.php?id=11601961$cc

怪兽系列,https://live.ottiptv.cc/huya/21059554$ott
美国战争,https://live.ottiptv.cc/huya/11602047$ott
功夫片,https://live.ottiptv.cc/huya/11352941$ott
经典港片,https://live.ottiptv.cc/huya/11352965$ott
杰森史塔森,https://live.ottiptv.cc/huya/21059588$ott
枪战大片,https://live.ottiptv.cc/huya/21059579$ott
武侠片场,https://live.ottiptv.cc/huya/11342427$ott
玄幻系列,https://live.ottiptv.cc/huya/11342414$ott
搞笑系列,https://live.ottiptv.cc/huya/11342423$ott
战争片,https://live.ottiptv.cc/huya/21059574$ott
黑帮系列,https://live.ottiptv.cc/huya/11336719$ott
喜剧系列,https://live.ottiptv.cc/huya/11352877$ott
动作大片,https://live.ottiptv.cc/huya/11602077$ott
谍战大片,https://live.ottiptv.cc/huya/21059585$ott
谍战片,https://live.ottiptv.cc/huya/21059587$ott
海盗片,https://live.ottiptv.cc/huya/21059595$ott
战争电影,https://live.ottiptv.cc/huya/21059592$ott
变形记,https://live.ottiptv.cc/huya/11352966$ott
笑傲江湖,https://live.ottiptv.cc/huya/11352937$ott
速度激情,https://live.ottiptv.cc/huya/21059556$ott
欧美黑白,https://live.ottiptv.cc/huya/11352880$ott
警匪片,https://live.ottiptv.cc/huya/11352886$ott
智商罪犯,https://live.ottiptv.cc/huya/11352962$ott
巨石强森,https://live.ottiptv.cc/huya/21059581$ott
救援电影,https://live.ottiptv.cc/huya/21059594$ott
看救援,https://live.ottiptv.cc/huya/21059586$ott
赛车片,https://live.ottiptv.cc/huya/11279247$ott
灾难片,https://live.ottiptv.cc/huya/11602075$ott
黑帮斗争,https://live.ottiptv.cc/huya/11342419$ott
科幻电影,https://live.ottiptv.cc/huya/11602034$ott
死神来了,https://live.ottiptv.cc/huya/11352903$ott
港台电影,https://live.ottiptv.cc/huya/880261$ott
高分电影,https://live.ottiptv.cc/huya/16615910$ott
命案十三宗,https://live.ottiptv.cc/huya/11601981$ott
喜乐影院,https://live.ottiptv.cc/huya/21059580$ott
贺岁片,https://live.ottiptv.cc/huya/11601986$ott
怪兽电影,https://live.ottiptv.cc/huya/21059577$ott
香港电影,https://live.ottiptv.cc/huya/11601971$ott
中华小当家,https://live.ottiptv.cc/huya/11342413$ott
喜剧专场,https://live.ottiptv.cc/huya/11602044$ott
搞笑僵尸片,https://live.ottiptv.cc/huya/11352963$ott
倩女幽魂,https://live.ottiptv.cc/huya/11601970$ott
日本电影,https://live.ottiptv.cc/huya/23652317$ott

怪兽系列,http://cdn.jdshipin.com:8880/huya.php?id=21059554$cdn
美国战争,http://cdn.jdshipin.com:8880/huya.php?id=11602047$cdn
功夫片,http://cdn.jdshipin.com:8880/huya.php?id=11352941$cdn
经典港片,http://cdn.jdshipin.com:8880/huya.php?id=11352965$cdn
杰森史塔森,http://cdn.jdshipin.com:8880/huya.php?id=21059588$cdn
枪战大片,http://cdn.jdshipin.com:8880/huya.php?id=21059579$cdn
武侠片场,http://cdn.jdshipin.com:8880/huya.php?id=11342427$cdn
玄幻系列,http://cdn.jdshipin.com:8880/huya.php?id=11342414$cdn
搞笑系列,http://cdn.jdshipin.com:8880/huya.php?id=11342423$cdn
战争片,http://cdn.jdshipin.com:8880/huya.php?id=21059574$cdn
黑帮系列,http://cdn.jdshipin.com:8880/huya.php?id=11336719$cdn
喜剧系列,http://cdn.jdshipin.com:8880/huya.php?id=11352877$cdn
动作大片,http://cdn.jdshipin.com:8880/huya.php?id=11602077$cdn
谍战大片,http://cdn.jdshipin.com:8880/huya.php?id=21059585$cdn
谍战片,http://cdn.jdshipin.com:8880/huya.php?id=21059587$cdn
海盗片,http://cdn.jdshipin.com:8880/huya.php?id=21059595$cdn
战争电影,http://cdn.jdshipin.com:8880/huya.php?id=21059592$cdn
变形记,http://cdn.jdshipin.com:8880/huya.php?id=11352966$cdn
笑傲江湖,http://cdn.jdshipin.com:8880/huya.php?id=11352937$cdn
速度激情,http://cdn.jdshipin.com:8880/huya.php?id=21059556$cdn
欧美黑白,http://cdn.jdshipin.com:8880/huya.php?id=11352880$cdn
警匪片,http://cdn.jdshipin.com:8880/huya.php?id=11352886$cdn
智商罪犯,http://cdn.jdshipin.com:8880/huya.php?id=11352962$cdn
巨石强森,http://cdn.jdshipin.com:8880/huya.php?id=21059581$cdn
救援电影,http://cdn.jdshipin.com:8880/huya.php?id=21059594$cdn
看救援,http://cdn.jdshipin.com:8880/huya.php?id=21059586$cdn
赛车片,http://cdn.jdshipin.com:8880/huya.php?id=11279247$cdn
灾难片,http://cdn.jdshipin.com:8880/huya.php?id=11602075$cdn
黑帮斗争,http://cdn.jdshipin.com:8880/huya.php?id=11342419$cdn
科幻电影,http://cdn.jdshipin.com:8880/huya.php?id=11602034$cdn
死神来了,http://cdn.jdshipin.com:8880/huya.php?id=11352903$cdn
港台电影,http://cdn.jdshipin.com:8880/huya.php?id=880261$cdn
高分电影,http://cdn.jdshipin.com:8880/huya.php?id=16615910$cdn
命案十三宗,http://cdn.jdshipin.com:8880/huya.php?id=11601981$cdn
喜乐影院,http://cdn.jdshipin.com:8880/huya.php?id=21059580$cdn
贺岁片,http://cdn.jdshipin.com:8880/huya.php?id=11601986$cdn
怪兽电影,http://cdn.jdshipin.com:8880/huya.php?id=21059577$cdn
香港电影,http://cdn.jdshipin.com:8880/huya.php?id=11601971$cdn
中华小当家,http://cdn.jdshipin.com:8880/huya.php?id=11342413$cdn
喜剧专场,http://cdn.jdshipin.com:8880/huya.php?id=11602044$cdn
搞笑僵尸片,http://cdn.jdshipin.com:8880/huya.php?id=11352963$cdn
倩女幽魂,http://cdn.jdshipin.com:8880/huya.php?id=11601970$cdn
日本电影,http://cdn.jdshipin.com:8880/huya.php?id=23652317$cdn

怪兽系列,https://live.laobaitv.net/huya/21059554$lao
美国战争,https://live.laobaitv.net/huya/11602047$lao
功夫片,https://live.laobaitv.net/huya/11352941$lao
经典港片,https://live.laobaitv.net/huya/11352965$lao
杰森史塔森,https://live.laobaitv.net/huya/21059588$lao
枪战大片,https://live.laobaitv.net/huya/21059579$lao
武侠片场,https://live.laobaitv.net/huya/11342427$lao
玄幻系列,https://live.laobaitv.net/huya/11342414$lao
搞笑系列,https://live.laobaitv.net/huya/11342423$lao
战争片,https://live.laobaitv.net/huya/21059574$lao
黑帮系列,https://live.laobaitv.net/huya/11336719$lao
喜剧系列,https://live.laobaitv.net/huya/11352877$lao
动作大片,https://live.laobaitv.net/huya/11602077$lao
谍战大片,https://live.laobaitv.net/huya/21059585$lao
谍战片,https://live.laobaitv.net/huya/21059587$lao
海盗片,https://live.laobaitv.net/huya/21059595$lao
战争电影,https://live.laobaitv.net/huya/21059592$lao
变形记,https://live.laobaitv.net/huya/11352966$lao
笑傲江湖,https://live.laobaitv.net/huya/11352937$lao
速度激情,https://live.laobaitv.net/huya/21059556$lao
欧美黑白,https://live.laobaitv.net/huya/11352880$lao
警匪片,https://live.laobaitv.net/huya/11352886$lao
智商罪犯,https://live.laobaitv.net/huya/11352962$lao
巨石强森,https://live.laobaitv.net/huya/21059581$lao
救援电影,https://live.laobaitv.net/huya/21059594$lao
看救援,https://live.laobaitv.net/huya/21059586$lao
赛车片,https://live.laobaitv.net/huya/11279247$lao
灾难片,https://live.laobaitv.net/huya/11602075$lao
黑帮斗争,https://live.laobaitv.net/huya/11342419$lao
科幻电影,https://live.laobaitv.net/huya/11602034$lao
死神来了,https://live.laobaitv.net/huya/11352903$lao
港台电影,https://live.laobaitv.net/huya/880261$lao
高分电影,https://live.laobaitv.net/huya/16615910$lao
命案十三宗,https://live.laobaitv.net/huya/11601981$lao
喜乐影院,https://live.laobaitv.net/huya/21059580$lao
贺岁片,https://live.laobaitv.net/huya/11601986$lao
怪兽电影,https://live.laobaitv.net/huya/21059577$lao
香港电影,https://live.laobaitv.net/huya/11601971$lao
中华小当家,https://live.laobaitv.net/huya/11342413$lao
喜剧专场,https://live.laobaitv.net/huya/11602044$lao
搞笑僵尸片,https://live.laobaitv.net/huya/11352963$lao
倩女幽魂,https://live.laobaitv.net/huya/11601970$lao
日本电影,https://live.laobaitv.net/huya/23652317$lao

B站绝地求生,http://live.iill.top/bilibili.php?id=98
怪兽系列,http://live.iill.top/huya.php?id=21059554$ph
怪兽系列,https://www.goodiptv.club/huya/21059554$good

YY轮播,#genre#

侦探悬疑,https://live.ottiptv.cc/yy/1382735543$cc
TVB经典—九江十二坊,https://live.ottiptv.cc/yy/1382735566$cc
十诫—外国影史里程碑,https://live.ottiptv.cc/yy/1354930945$cc
修牛蹄,https://live.ottiptv.cc/yy/1353413683$cc
你爱看的国内战争大片合集,https://live.ottiptv.cc/yy/1354936160$cc
美国超级英雄电影系列,https://live.ottiptv.cc/yy/1354933556$cc
霍比特人电影系列,https://live.ottiptv.cc/yy/1354930967$cc
喜剧大片—篮球冠军,https://live.ottiptv.cc/yy/1382749906$cc
特种兵归来4,https://live.ottiptv.cc/yy/1382736896$cc
科幻电影,https://live.ottiptv.cc/yy/1355065896$cc
纪录片封神,https://live.ottiptv.cc/yy/1382736825$cc
飞虎之潜行极战,https://live.ottiptv.cc/yy/1354932420$cc
影视剧-林深见鹿,https://live.ottiptv.cc/yy/1345494225$cc
功夫婆媳-家庭剧,https://live.ottiptv.cc/yy/1382736883$cc
风靡全球的谍战片,https://live.ottiptv.cc/yy/1382736817$cc
007系列大片,https://live.ottiptv.cc/yy/1382736897$cc
超炫科幻大片,https://live.ottiptv.cc/yy/1382736840$cc
火线追凶,https://live.ottiptv.cc/yy/1382745090$cc
速度与激情,https://live.ottiptv.cc/yy/1382749892$cc
敢死队,https://live.ottiptv.cc/yy/1382735573$cc
国外战争,https://live.ottiptv.cc/yy/1382736857$cc
行动与枪战,https://live.ottiptv.cc/yy/29170933$cc
顶级动作,https://live.ottiptv.cc/yy/24923327$cc
暮光之城,https://live.ottiptv.cc/yy/1354930181$cc
变形金刚,https://live.ottiptv.cc/yy/1382736803$cc
金三角大营救,https://live.ottiptv.cc/yy/1354930924$cc
致命守护者,https://live.ottiptv.cc/yy/1382745095$cc
沙海,https://live.ottiptv.cc/yy/1355171357$cc
恐怖电影,https://live.ottiptv.cc/yy/24066336$cc
外国科幻,https://live.ottiptv.cc/yy/1382747628$cc
漫威十年,https://live.ottiptv.cc/yy/1354930233$cc
科幻Sci-Fi,https://live.ottiptv.cc/yy/1354930209$cc
史诗级战争,https://live.ottiptv.cc/yy/1382745092$cc
港剧动作,https://live.ottiptv.cc/yy/1382736809$cc
成龙系列,https://live.ottiptv.cc/yy/1354888751$cc

// http://php.404003.xyz/live/yylunbo.php?id=

侦探悬疑,http://php.404003.xyz/live/yylunbo.php?id=1382735543$php
TVB经典—九江十二坊,http://php.404003.xyz/live/yylunbo.php?id=1382735566$php
十诫—外国影史里程碑,http://php.404003.xyz/live/yylunbo.php?id=1354930945$php
修牛蹄,http://php.404003.xyz/live/yylunbo.php?id=1353413683$php
你爱看的国内战争大片合集,http://php.404003.xyz/live/yylunbo.php?id=1354936160$php
美国超级英雄电影系列,http://php.404003.xyz/live/yylunbo.php?id=1354933556$php
霍比特人电影系列,http://php.404003.xyz/live/yylunbo.php?id=1354930967$php
喜剧大片—篮球冠军,http://php.404003.xyz/live/yylunbo.php?id=1382749906$php
特种兵归来4,http://php.404003.xyz/live/yylunbo.php?id=1382736896$php
科幻电影,http://php.404003.xyz/live/yylunbo.php?id=1355065896$php
纪录片封神,http://php.404003.xyz/live/yylunbo.php?id=1382736825$php
飞虎之潜行极战,http://php.404003.xyz/live/yylunbo.php?id=1354932420$php
影视剧-林深见鹿,http://php.404003.xyz/live/yylunbo.php?id=1345494225$php
功夫婆媳-家庭剧,http://php.404003.xyz/live/yylunbo.php?id=1382736883$php
风靡全球的谍战片,http://php.404003.xyz/live/yylunbo.php?id=1382736817$php
007系列大片,http://php.404003.xyz/live/yylunbo.php?id=1382736897$php
超炫科幻大片,http://php.404003.xyz/live/yylunbo.php?id=1382736840$php
火线追凶,http://php.404003.xyz/live/yylunbo.php?id=1382745090$php
速度与激情,http://php.404003.xyz/live/yylunbo.php?id=1382749892$php
敢死队,http://php.404003.xyz/live/yylunbo.php?id=1382735573$php
国外战争,http://php.404003.xyz/live/yylunbo.php?id=1382736857$php
行动与枪战,http://php.404003.xyz/live/yylunbo.php?id=29170933$php
顶级动作,http://php.404003.xyz/live/yylunbo.php?id=24923327$php
暮光之城,http://php.404003.xyz/live/yylunbo.php?id=1354930181$php
变形金刚,http://php.404003.xyz/live/yylunbo.php?id=1382736803$php
金三角大营救,http://php.404003.xyz/live/yylunbo.php?id=1354930924$php
致命守护者,http://php.404003.xyz/live/yylunbo.php?id=1382745095$php
沙海,http://php.404003.xyz/live/yylunbo.php?id=1355171357$php
恐怖电影,http://php.404003.xyz/live/yylunbo.php?id=24066336$php
外国科幻,http://php.404003.xyz/live/yylunbo.php?id=1382747628$php
漫威十年,http://php.404003.xyz/live/yylunbo.php?id=1354930233$php
科幻Sci-Fi,http://php.404003.xyz/live/yylunbo.php?id=1354930209$php
史诗级战争,http://php.404003.xyz/live/yylunbo.php?id=1382745092$php
港剧动作,http://php.404003.xyz/live/yylunbo.php?id=1382736809$php
成龙系列,http://php.404003.xyz/live/yylunbo.php?id=1354888751$php
天龙八部,http://php.404003.xyz/live/yylunbo.php?id=1382736855$php
欧美配音电影！！！,http://php.404003.xyz/live/yylunbo.php?id=1354693629$php
高分经典动作片,http://php.404003.xyz/live/yylunbo.php?id=1382749944$php
新木乃伊,http://php.404003.xyz/live/yylunbo.php?id=1354936169$php
呆萌飞行员,http://php.404003.xyz/live/yylunbo.php?id=1354930968$php
苦乐村官,http://php.404003.xyz/live/yylunbo.php?id=1382736864$php
战火中的故事,http://php.404003.xyz/live/yylunbo.php?id=1382735625$php
憨豆先生,http://php.404003.xyz/live/yylunbo.php?id=1354930189$php
港片电影集,http://php.404003.xyz/live/yylunbo.php?id=1455225203$php
港片赌片 3000部,http://php.404003.xyz/live/yylunbo.php?id=1355076627$php
港片,http://php.404003.xyz/live/yylunbo.php?id=1459901192$php
香港院线大片,http://php.404003.xyz/live/yylunbo.php?id=1354936242$php
叶问全集,http://php.404003.xyz/live/yylunbo.php?id=1382828771$php
第一滴血全集,http://php.404003.xyz/live/yylunbo.php?id=1354932355$php
香港经典蓝光电影,http://php.404003.xyz/live/yylunbo.php?id=1382627144$php
奇缘39262港台影院,http://php.404003.xyz/live/yylunbo.php?id=1354889234$php
港剧悬疑破案,http://php.404003.xyz/live/yylunbo.php?id=10425097$php
末日系列-外国电影合集,http://php.404003.xyz/live/yylunbo.php?id=1354889019$php
李连杰,http://php.404003.xyz/live/yylunbo.php?id=74613175$php#http://mtw.so/69HNaP$php
洪金宝,http://php.404003.xyz/live/yylunbo.php?id=1354924839$php
鬼片.惊悚.港片,http://php.404003.xyz/live/yylunbo.php?id=1355497884$php
港片鬼片全集,http://php.404003.xyz/live/yylunbo.php?id=1459869766$php
动作武侠港片电影,http://php.404003.xyz/live/yylunbo.php?id=1459801818$php
经典港片电影,http://php.404003.xyz/live/yylunbo.php?id=1382793140$php
港片经典电影,http://php.404003.xyz/live/yylunbo.php?id=1382633631$php
林正英电影,http://php.404003.xyz/live/yylunbo.php?id=1382841203$php
超级吓人鬼片 恐怖片,http://php.404003.xyz/live/yylunbo.php?id=1355641195$php
鬼怪恐怖惊辣,http://php.404003.xyz/live/yylunbo.php?id=1382748585$php
林正英 僵尸 鬼片,http://php.404003.xyz/live/yylunbo.php?id=1351505899$php
电影电影,http://php.404003.xyz/live/yylunbo.php?id=1458819360$php
【成龙经典】动作,http://php.404003.xyz/live/yylunbo.php?id=34460526$php
古惑仔全集,http://php.404003.xyz/live/yylunbo.php?id=1354507447$php
武林外传 超清,http://php.404003.xyz/live/yylunbo.php?id=21092633$php
狂飙,http://php.404003.xyz/live/yylunbo.php?id=1355142167$php
绝版电影 港片女鬼,http://php.404003.xyz/live/yylunbo.php?id=1455988450$php
雪豹,http://php.404003.xyz/live/yylunbo.php?id=28099939$php
绝版电影 港片女鬼,http://php.404003.xyz/live/yylunbo.php?id=1461579859$php
雪中悍刀行,http://php.404003.xyz/live/yylunbo.php?id=1450496699$php
【狂飙2老默】首播,http://php.404003.xyz/live/yylunbo.php?id=1354790484$php
【战狼4】吴京老师,http://php.404003.xyz/live/yylunbo.php?id=1354784284$php
港片 喜剧 动作,http://php.404003.xyz/live/yylunbo.php?id=1355480591$php
古惑仔,http://php.404003.xyz/live/yylunbo.php?id=1458015189$php
封神榜,http://php.404003.xyz/live/yylunbo.php?id=1353426319$php
举起手来-惊险抗日,http://php.404003.xyz/live/yylunbo.php?id=1382736877$php
幸福满院,http://php.404003.xyz/live/yylunbo.php?id=1382737886$php
【新三国】蓝光版,http://php.404003.xyz/live/yylunbo.php?id=1382705738$php
豪哥带我们发财,http://php.404003.xyz/live/yylunbo.php?id=23402146$php
纪晓岚,http://php.404003.xyz/live/yylunbo.php?id=1354143978$php
惊恐盗暮鬼怪,http://php.404003.xyz/live/yylunbo.php?id=1382749525$php
天龙八部,http://php.404003.xyz/live/yylunbo.php?id=1351814644$php
【鹿鼎记】金庸经典,http://php.404003.xyz/live/yylunbo.php?id=28265277$php
林正英-经典电影,http://php.404003.xyz/live/yylunbo.php?id=34229877$php
家花与野花,http://php.404003.xyz/live/yylunbo.php?id=1354420982$php
超喜剧地下交通站男神贾贵,http://php.404003.xyz/live/yylunbo.php?id=1353428972$php
济公游记,http://php.404003.xyz/live/yylunbo.php?id=1355265814$php
随便看看,http://php.404003.xyz/live/yylunbo.php?id=37454459$php
交友林正英女鬼电影,http://php.404003.xyz/live/yylunbo.php?id=1453996620$php
【赌神片 动作片 港片】,http://php.404003.xyz/live/yylunbo.php?id=1355112116$php
热度榜1.包青天,http://php.404003.xyz/live/yylunbo.php?id=22701868$php
武林外传,http://php.404003.xyz/live/yylunbo.php?id=1355652820$php
经典动漫,http://php.404003.xyz/live/yylunbo.php?id=22777075$php
燕双鹰,http://php.404003.xyz/live/yylunbo.php?id=1352227153$php
狂飙,http://php.404003.xyz/live/yylunbo.php?id=1382764587$php
【战狼3吴京】独播,http://php.404003.xyz/live/yylunbo.php?id=37999586$php
纪晓岚,http://php.404003.xyz/live/yylunbo.php?id=1352227227$php
宰相刘罗锅,http://php.404003.xyz/live/yylunbo.php?id=1353892468$php
斗罗斗破动漫,http://php.404003.xyz/live/yylunbo.php?id=1420843376$php
狂飙,http://php.404003.xyz/live/yylunbo.php?id=1382754187$php
兔牙妹吖正在直播,http://php.404003.xyz/live/yylunbo.php?id=1353782648$php
英叔僵尸 3000部,http://php.404003.xyz/live/yylunbo.php?id=1353685311$php
66车讯,http://php.404003.xyz/live/yylunbo.php?id=1382571192$php
真实案件系列,http://php.404003.xyz/live/yylunbo.php?id=1382671124$php
神医喜来乐,http://php.404003.xyz/live/yylunbo.php?id=1382714119$php
欢乐集结号-每天笑不停,http://php.404003.xyz/live/yylunbo.php?id=1382741642$php
情满四合院,http://php.404003.xyz/live/yylunbo.php?id=1382851524$php
鹿鼎记-周星驰版,http://php.404003.xyz/live/yylunbo.php?id=1354658049$php
正阳门下,http://php.404003.xyz/live/yylunbo.php?id=1354931580$php
情满四合院-高分电视剧,http://php.404003.xyz/live/yylunbo.php?id=1382735541$php
【盜暮笔记】24h,http://php.404003.xyz/live/yylunbo.php?id=1382702247$php
83射雕英雄传,http://php.404003.xyz/live/yylunbo.php?id=1354210357$php
星爷经典-百看不厌,http://php.404003.xyz/live/yylunbo.php?id=1382736808$php
经典鬼片3000部,http://php.404003.xyz/live/yylunbo.php?id=29460894$php
国产喜剧,http://php.404003.xyz/live/yylunbo.php?id=1382736856$php
火蓝刀锋,http://php.404003.xyz/live/yylunbo.php?id=1382737892$php
丸子,http://php.404003.xyz/live/yylunbo.php?id=1382851588$php
少年包青天1~3蓝光版,http://php.404003.xyz/live/yylunbo.php?id=38498680$php
雪中悍刀行,http://php.404003.xyz/live/yylunbo.php?id=1382660835$php
电影百团大战,http://php.404003.xyz/live/yylunbo.php?id=1382736871$php
花儿开心吧,http://php.404003.xyz/live/yylunbo.php?id=1354930984$php
国内侦探电影大全,http://php.404003.xyz/live/yylunbo.php?id=1354936134$php
炊事班的故事II,http://php.404003.xyz/live/yylunbo.php?id=1382736885$php
地下交通站,http://php.404003.xyz/live/yylunbo.php?id=1382736795$php
德爷单挑荒野,http://php.404003.xyz/live/yylunbo.php?id=27772604$php
皮蛋影视 正在直播,http://php.404003.xyz/live/yylunbo.php?id=23055599$php
雍正王朝,http://php.404003.xyz/live/yylunbo.php?id=23206872$php
小蓉儿 正在直播,http://php.404003.xyz/live/yylunbo.php?id=1351762426$php
笑傲江湖 4K超清,http://php.404003.xyz/live/yylunbo.php?id=1354282410$php
【神雕侠侣】金庸经典,http://php.404003.xyz/live/yylunbo.php?id=1382704651$php
进来 陪你看动漫,http://php.404003.xyz/live/yylunbo.php?id=1352866135$php
小甜甜 闯关东,http://php.404003.xyz/live/yylunbo.php?id=1382658790$php
二龙湖浩哥【经典搞笑】,http://php.404003.xyz/live/yylunbo.php?id=28205255$php
金牌配角达叔系列,http://php.404003.xyz/live/yylunbo.php?id=1354888728$php
雯子：港剧影视厅,http://php.404003.xyz/live/yylunbo.php?id=1456829119$php
血色浪漫,http://php.404003.xyz/live/yylunbo.php?id=1354926676$php
【动漫】斗罗斗破,http://php.404003.xyz/live/yylunbo.php?id=1353098382$php
火凤凰之战狼七,http://php.404003.xyz/live/yylunbo.php?id=1463088777$php
鹿鼎记-高清全集,http://php.404003.xyz/live/yylunbo.php?id=1382704650$php
同桌的你,http://php.404003.xyz/live/yylunbo.php?id=1382851477$php
鬼片港片美女陪你看,http://php.404003.xyz/live/yylunbo.php?id=1335509613$php
泡芙陪你看电影,http://php.404003.xyz/live/yylunbo.php?id=24407222$php
24H国漫热播,http://php.404003.xyz/live/yylunbo.php?id=1353937086$php
【经典港片】佟瑶,http://php.404003.xyz/live/yylunbo.php?id=23531261$php
【新三国】萌儿陪看,http://php.404003.xyz/live/yylunbo.php?id=29216766$php
【港片】赌片 动作,http://php.404003.xyz/live/yylunbo.php?id=24921161$php
斗罗斗破精彩动漫,http://php.404003.xyz/live/yylunbo.php?id=1507304388$php
【少年歌行】,http://php.404003.xyz/live/yylunbo.php?id=1354806550$php
新白娘子传奇,http://php.404003.xyz/live/yylunbo.php?id=1354490667$php
燕双鹰专场,http://php.404003.xyz/live/yylunbo.php?id=23026835$php
神探狄仁杰,http://php.404003.xyz/live/yylunbo.php?id=38338029$php
【金超群】电视剧,http://php.404003.xyz/live/yylunbo.php?id=1356158015$php
丫头动漫 斗罗斗破,http://php.404003.xyz/live/yylunbo.php?id=1458722520$php
喜欢的小哥哥点点关注,http://php.404003.xyz/live/yylunbo.php?id=98544634$php
纪晓岚,http://php.404003.xyz/live/yylunbo.php?id=22982216$php
【新三国】吕布,http://php.404003.xyz/live/yylunbo.php?id=1382851459$php
倚天屠龙记,http://php.404003.xyz/live/yylunbo.php?id=1449856066$php
花千骨,http://php.404003.xyz/live/yylunbo.php?id=1354943110$php
隋唐英雄传,http://php.404003.xyz/live/yylunbo.php?id=1352475619$php
【港台】鬼片 惊悚 喜剧,http://php.404003.xyz/live/yylunbo.php?id=1351030377$php
神探狄仁杰,http://php.404003.xyz/live/yylunbo.php?id=1351755386$php
小美美 正在直播,http://php.404003.xyz/live/yylunbo.php?id=1354143966$php
经典 绝版 恐怖3000,http://php.404003.xyz/live/yylunbo.php?id=84238895$php
鬼片3000,http://php.404003.xyz/live/yylunbo.php?id=1460889796$php
武侠港片电影,http://php.404003.xyz/live/yylunbo.php?id=1451866697$php
新主播求照顾,http://php.404003.xyz/live/yylunbo.php?id=29197808$php
港片电影,http://php.404003.xyz/live/yylunbo.php?id=33897188$php
案发现场（1-3）,http://php.404003.xyz/live/yylunbo.php?id=31368110$php
康熙微服私访记,http://php.404003.xyz/live/yylunbo.php?id=1352811698$php
武林外传,http://php.404003.xyz/live/yylunbo.php?id=1454629602$php
鹊刀门,http://php.404003.xyz/live/yylunbo.php?id=1355344777$php
经典鬼片,http://php.404003.xyz/live/yylunbo.php?id=1508828185$php
妹子高分搞笑电影,http://php.404003.xyz/live/yylunbo.php?id=33478222$php
少年包青天,http://php.404003.xyz/live/yylunbo.php?id=1356043677$php
鹊刀门传奇,http://php.404003.xyz/live/yylunbo.php?id=1382745997$php
【动漫】斗罗斗破超清全屏,http://php.404003.xyz/live/yylunbo.php?id=28796627$php
天龙神雕经典回忆,http://php.404003.xyz/live/yylunbo.php?id=68260522$php
倚天屠龙记,http://php.404003.xyz/live/yylunbo.php?id=33300793$php
燕双鹰,http://php.404003.xyz/live/yylunbo.php?id=1354143942$php
雍正王朝,http://php.404003.xyz/live/yylunbo.php?id=1356043620$php
超清经典港片,http://php.404003.xyz/live/yylunbo.php?id=1356180261$php
东北一家人,http://php.404003.xyz/live/yylunbo.php?id=1355273385$php
封神榜,http://php.404003.xyz/live/yylunbo.php?id=1382797534$php
勇敢的心,http://php.404003.xyz/live/yylunbo.php?id=1354744544$php
摸金 盗暮,http://php.404003.xyz/live/yylunbo.php?id=1459714870$php
弹幕天团 下饭神剧,http://php.404003.xyz/live/yylunbo.php?id=23512910$php
(周星驰)超经典搞笑电影,http://php.404003.xyz/live/yylunbo.php?id=29945997$php
正阳门下 正在直播,http://php.404003.xyz/live/yylunbo.php?id=1453059740$php
新三国,http://php.404003.xyz/live/yylunbo.php?id=26744898$php
荒野求生德爷,http://php.404003.xyz/live/yylunbo.php?id=36949900$php
国漫 一起看正在直播,http://php.404003.xyz/live/yylunbo.php?id=1351417866$php
【案发现场】1-4部全集,http://php.404003.xyz/live/yylunbo.php?id=33567888$php
你不知道的汽车冷知识,http://php.404003.xyz/live/yylunbo.php?id=1346966327$php
大家车言论,http://php.404003.xyz/live/yylunbo.php?id=1382570702$php
24【动漫】正在直播,http://php.404003.xyz/live/yylunbo.php?id=1350984033$php
经典动漫,http://php.404003.xyz/live/yylunbo.php?id=24180320$php
动漫,http://php.404003.xyz/live/yylunbo.php?id=25055036$php
飞哥全集乐乐陪看】,http://php.404003.xyz/live/yylunbo.php?id=1352946111$php
鬼片 恐怖片,http://php.404003.xyz/live/yylunbo.php?id=1455891197$php
无敌燕双鹰,http://php.404003.xyz/live/yylunbo.php?id=1354825244$php
送欢乐,http://php.404003.xyz/live/yylunbo.php?id=34093016$php
雨馨 正在直播,http://php.404003.xyz/live/yylunbo.php?id=1354768828$php
西游记后传 蓝光,http://php.404003.xyz/live/yylunbo.php?id=1353392400$php
小兵张嘎,http://php.404003.xyz/live/yylunbo.php?id=1354930225$php
新白娘子传奇-女神赵雅芝,http://php.404003.xyz/live/yylunbo.php?id=1354930969$php
赌神-发哥,http://php.404003.xyz/live/yylunbo.php?id=1354889044$php
西游记后传,http://php.404003.xyz/live/yylunbo.php?id=1382736846$php
杭小妞,http://php.404003.xyz/live/yylunbo.php?id=1382851590$php
神探狄仁杰1,http://php.404003.xyz/live/yylunbo.php?id=1382851575$php
初恋脸,http://php.404003.xyz/live/yylunbo.php?id=1382851597$php
澳门风云,http://php.404003.xyz/live/yylunbo.php?id=1459243913$php
国内喜剧,http://php.404003.xyz/live/yylunbo.php?id=1382735563$php
